시도명,시군구명,시군구코드,기준년도,전국침엽수면적,전국활엽수면적,전국혼효림면적,전국침엽수온실가스흡수량,전국활엽수온실가스흡수량,전국혼효림온실가스흡수량,합계자연녹지온실가스흡수량,전국공원녹지면적,전국완충녹지면적,전국경관녹지면적,전국연결녹지면적,전국공원녹지온실가스흡수량,전국완충녹지온실가스흡수량,전국경관녹지온실가스흡수량,전국연결녹지온실가스흡수량,전국합계인공녹지온실가스흡수량,전국합계온실가스흡수량
경상북도,군위군,47720,2016,19953,10926,13959,147086.87,123208.86,143783.52,414079.24,85.27,83236,21494,0,682.16,66.5888,17.1952,0,765.944,414845.19
경상북도,의성군,47730,2016,37213,15943,25001,274321.83,179783.9,257520.72,711626.45,170.44,208826,0,0,1363.52,167.0608,0,0,1530.58,713157.03
경상북도,청송군,47750,2016,26306,18880,20608,193919.06,212903.47,212270.99,619093.52,44.99,48190,145287,0,359.92,38.552,116.2296,0,514.7016,619608.22
경상북도,영양군,47760,2016,30622,14885,19545,225735.18,167853.18,201321.64,594910,64.1,37175,972,0,512.8,29.74,0.7776,0,543.3176,595453.32
경상북도,영덕군,47770,2016,24430,14534,19640,180089.82,163895.07,202300.18,546285.07,197.81,114184,40645,0,1582.48,91.3472,32.516,0,1706.34,547991.42
경상북도,청도군,47820,2016,22398,13292,14225,165110.59,149889.45,146523.43,461523.47,81.34,190973,37930,0,650.72,152.7784,30.344,0,833.8424,462357.31
경상북도,고령군,47830,2016,12604,3651,7465,92912.49,41171.11,76892.61,210976.21,64.9,273205,256676,1336,519.2,218.564,205.3408,1.0688,944.1736,211920.38
경상북도,성주군,47840,2016,13845,11749,13822,102060.73,132489.56,142372.36,376922.64,47.31,148419,11450,0,378.48,118.7352,9.16,0,506.3752,377429.02
경상북도,칠곡군,47850,2016,9619,8872,9260,70908.06,100046.59,95381.86,266336.51,434.5,512921,54774,0,3476,410.3368,43.8192,0,3930.16,270266.66
경상북도,예천군,47900,2016,12791,11217,9980,94290.99,126490.37,102798.16,323579.52,59.71,169996,277880,0,477.68,135.9968,222.304,0,835.9808,324415.5
경상북도,봉화군,47920,2016,52134,19447,24897,384314.47,219297.34,256449.47,860061.28,68.35,257179,140999,0,546.8,205.7432,112.7992,0,865.3424,860926.62
경상북도,울진군,47930,2016,48183,11649,23178,355189.02,131361.89,238743.06,725293.96,136.55,323267,117247,0,1092.4,258.6136,93.7976,0,1444.81,726738.77
경상북도,울릉군,47940,2016,620,3467,722,4570.43,39096.2,7436.9,51103.54,20.79,1198,256506,0,166.32,0.9584,205.2048,0,372.4832,51476.02
경상남도,창원시,48120,2016,19366,8136,13040,142759.7,91746.96,134317.43,368824.09,2.54,3663211,2368329,90149,20.32,2930.57,1894.66,72.1192,4917.67,373741.76
경상남도,진주시,48170,2016,19771,9900,11041,145745.22,111639,113726.9,371111.12,1.05,1261641,238381,51675,8.4,1009.31,190.7048,41.34,1249.76,372360.88
경상남도,통영시,48220,2016,9963,1150,3882,73443.92,12968.17,39986.22,126398.3,0.49,485221,471994,0,3.92,388.1768,377.5952,0,769.692,127167.99
경상남도,사천시,48240,2016,11136,4528,5615,82090.88,51060.75,57836.84,190988.47,0.27,629191,63246,55597,2.16,503.3528,50.5968,44.4776,600.5872,191589.05
경상남도,김해시,48250,2016,9824,5780,7527,72419.25,65179.13,77531.24,215129.62,1.24,2298838,228073,21409,9.92,1839.07,182.4584,17.1272,2048.58,217178.2
경상남도,밀양시,48270,2016,23605,12490,13899,174008.19,140845.57,143165.49,458019.25,0.19,1548630,237636,0,1.52,1238.9,190.1088,0,1430.53,459449.78
경상남도,거제시,48310,2016,14029,5011,8563,103417.11,56507.38,88202.47,248126.96,0.9,438916,93338,0,7.2,351.1328,74.6704,0,433.0032,248559.96
경상남도,양산시,48330,2016,9192,19531,5071,67760.36,220244.58,52233.41,340238.35,0.6,2505863,417189,0,4.8,2004.69,333.7512,0,2343.24,342581.59
경상남도,의령군,48720,2016,16607,6693,8955,122421.27,75474.73,92240.23,290136.23,0.18,138977,35063,0,1.44,111.1816,28.0504,0,140.672,290276.9
경상남도,함안군,48730,2016,11011,3966,5903,81169.42,44723.26,60803.36,186696.04,0.17,181644,5564,0,1.36,145.3152,4.4512,0,151.1264,186847.17
경상남도,창녕군,48740,2016,18543,2891,6944,136692.82,32600.84,71526.09,240819.75,0.32,356349,0,0,2.56,285.0792,0,0,287.6392,241107.39
경상남도,고성군,48820,2016,17733,5222,9694,130721.77,58886.75,99852.24,289460.76,0.13,155385,304002,0,1.04,124.308,243.2016,0,368.5496,289829.31
경상남도,남해군,48840,2016,10007,4838,7517,73768.27,54556.51,77428.23,205753.01,0.1,19584,94567,0,0.8,15.6672,75.6536,0,92.1208,205845.13
경상남도,하동군,48850,2016,16541,19460,10290,121934.74,219443.93,105991.29,447369.96,0.12,242566,0,0,0.96,194.0528,0,0,195.0128,447564.97
경상남도,산청군,48860,2016,22646,23959,12743,166938.76,270177.66,131258.21,568374.63,0.04,58733,7406,0,0.32,46.9864,5.9248,0,53.2312,568427.86
경상남도,함양군,48870,2016,20614,20234,13482,151959.54,228172.07,138870.22,519001.83,0.11,329113,95510,0,0.88,263.2904,76.408,0,340.5784,519342.41
경상남도,거창군,48880,2016,27532,12909,19385,202956.73,145570.49,199673.58,548200.79,0.08,340363,2680,0,0.64,272.2904,2.144,0,275.0744,548475.87
경상남도,합천군,48890,2016,35633,12910,21224,262674.6,145581.77,218616.04,626872.41,0.03,0,0,0,0.24,0,0,0,0.24,626872.65
제주특별자치도,제주시,50110,2016,12434,17053,3911,91659.3,192301,40284.93,324245.23,691.1,273,141,0,5528.8,0.2184,0.1128,0,5529.13,329774.36
제주특별자치도,서귀포시,50130,2016,9194,13546,8690,67775.1,152753.73,89510.62,310039.45,300.2,54,14,16,2401.6,0.0432,0.0112,0.0128,2401.67,312441.12
서울특별시,종로구,11110,2017,186,225,269,1371.13,2537.25,2770.81,6679.19,644.86,36051,15377,11624,5158.88,28.8408,12.3016,9.2992,5209.32,11888.51
서울특별시,중구,11140,2017,9,95,20,66.345,1071.28,206.0083333,1343.64,308.24,24535,21650,1168,2465.92,19.628,17.32,0.9344,2503.8,3847.44
서울특별시,용산구,11170,2017,50,56,73,368.5833333,631.4933333,751.9304167,1752.01,78.17,36346,13759,26561,625.36,29.0768,11.0072,21.2488,686.6928,2438.7
서울특별시,성동구,11200,2017,0,16,2,0,180.4266667,20.60083333,201.0275,126,31854,3637,4037,1008,25.4832,2.9096,3.2296,1039.62,1240.65
서울특별시,광진구,11215,2017,116,50,39,855.1133333,563.8333333,401.71625,1820.66,291.31,18861,185,0,2330.48,15.0888,0.148,0,2345.72,4166.38
서울특별시,동대문구,11230,2017,17,72,27,125.3183333,811.92,278.11125,1215.35,103.35,31774,17133,17416,826.8,25.4192,13.7064,13.9328,879.8584,2095.21
서울특별시,중랑구,11260,2017,155,277,81,1142.61,3123.64,834.33375,5100.58,502.38,112433,16480,0,4019.04,89.9464,13.184,0,4122.17,9222.75
서울특별시,성북구,11290,2017,181,299,310,1334.27,3371.72,3193.13,7899.12,441.57,42311,47871,60735,3532.56,33.8488,38.2968,48.588,3653.29,11552.42
서울특별시,강북구,11305,2017,115,450,461,847.7416667,5074.5,4748.49,10670.73,228.02,11050,10267,0,1824.16,8.84,8.2136,0,1841.21,12511.95
서울특별시,도봉구,11320,2017,65,558,261,479.1583333,6292.38,2688.41,9459.95,116.59,20015,8089,0,932.72,16.012,6.4712,0,955.2032,10415.15
서울특별시,노원구,11350,2017,370,576,346,2727.52,6495.36,3563.94,12786.82,1385.02,108246,18483,59768,11080.16,86.5968,14.7864,47.8144,11229.36,24016.18
서울특별시,은평구,11380,2017,331,550,294,2440.02,6202.17,3028.32,11670.51,622.89,44354,8858,69104,4983.12,35.4832,7.0864,55.2832,5080.97,16751.48
서울특별시,서대문구,11410,2017,122,272,89,899.3433333,3067.25,916.7370833,4883.33,489.82,48720,52970,17182,3918.56,38.976,42.376,13.7456,4013.66,8896.99
서울특별시,마포구,11440,2017,16,59,9,117.9466667,665.3233333,92.70375,875.97375,312.67,237719,61469,2811,2501.36,190.1752,49.1752,2.2488,2742.96,3618.93
서울특별시,양천구,11470,2017,60,151,70,442.3,1702.78,721.0291667,2866.11,248.73,165671,19134,3476,1989.84,132.5368,15.3072,2.7808,2140.46,5006.57
서울특별시,강서구,11500,2017,77,212,91,567.6183333,2390.65,937.3379167,3895.61,324.49,144971,11122,233599,2595.92,115.9768,8.8976,186.8792,2907.67,6803.28
서울특별시,구로구,11530,2017,33,279,43,243.265,3146.19,442.9179167,3832.37,286.87,47554,39953,0,2294.96,38.0432,31.9624,0,2364.97,6197.34
서울특별시,금천구,11545,2017,33,223,66,243.265,2514.7,679.8275,3437.79,204.22,42204,126,0,1633.76,33.7632,0.1008,0,1667.62,5105.41
서울특별시,영등포구,11560,2017,0,4,0,0,45.10666667,0,45.10666667,74.61,26387,1752,1036,596.88,21.1096,1.4016,0.8288,620.22,665.3266667
서울특별시,동작구,11590,2017,21,127,37,154.805,1432.14,381.1154167,1968.06,439.16,14656,19190,3011,3513.28,11.7248,15.352,2.4088,3542.77,5510.82
서울특별시,관악구,11620,2017,526,690,513,3877.5,7780.9,5284.11,16942.51,1096.92,0,6810,0,8775.36,0,5.448,0,8780.81,25723.32
서울특별시,서초구,11650,2017,113,1185,294,832.9983333,13362.85,3028.32,17224.17,1507.98,716980,110398,39947,12063.84,573.584,88.3184,31.9576,12757.7,29981.87
서울특별시,강남구,11680,2017,108,437,147,796.14,4927.9,1514.16,7238.2,530.2,216470,106341,83100,4241.6,173.176,85.0728,66.48,4566.33,11804.53
서울특별시,송파구,11710,2017,15,102,12,110.575,1150.22,123.605,1384.4,183.77,175203,46401,54773,1470.16,140.1624,37.1208,43.8184,1691.26,3075.66
서울특별시,강동구,11740,2017,24,123,18,176.92,1387.03,185.4075,1749.36,284.24,91807,16219,21028,2273.92,73.4456,12.9752,16.8224,2377.16,4126.52
부산광역시,중구,26110,2017,5,4,4,36.85833333,45.10666667,41.20166667,123.1666667,509.17,0,0,0,4073.36,0,0,0,4073.36,4196.53
부산광역시,서구,26140,2017,276,151,233,2034.58,1702.78,2400,6137.35,181.93,0,98790,0,1455.44,0,79.032,0,1534.47,7671.83
부산광역시,동구,26170,2017,171,15,88,1260.56,169.15,906.4366667,2336.14,6.61,117994,2369,0,52.88,94.3952,1.8952,0,149.1704,2485.31
부산광역시,영도구,26200,2017,258,20,121,1901.89,225.5333333,1246.35,3373.77,86.05,353636,16045,40013,688.4,282.9088,12.836,32.0104,1016.16,4389.93
부산광역시,부산진구,26230,2017,469,147,350,3457.31,1657.67,3605.15,8720.13,603.49,1032997,10710,0,4827.92,826.3976,8.568,0,5662.89,14383.01
부산광역시,동래구,26260,2017,305,14,131,2248.36,157.8733333,1349.35,3755.59,481.79,61373,16031,0,3854.32,49.0984,12.8248,0,3916.24,7671.83
부산광역시,남구,26290,2017,494,136,215,3641.6,1533.63,2214.59,7389.82,243.01,53872,70722,0,1944.08,43.0976,56.5776,0,2043.76,9433.57
부산광역시,북구,26320,2017,930,398,948,6855.65,4488.11,9764.8,21108.56,81.24,254887,102551,0,649.92,203.9096,82.0408,0,935.8704,22044.43
부산광역시,해운대구,26350,2017,1993,110,757,14691.73,1240.43,7797.42,23729.58,214.35,215824,134262,0,1714.8,172.6592,107.4096,0,1994.87,25724.45
부산광역시,사하구,26380,2017,549,293,428,4047.05,3304.06,4408.58,11759.69,83.48,434391,44450,0,667.84,347.5128,35.56,0,1050.91,12810.6
부산광역시,금정구,26410,2017,1986,583,1326,14640.13,6574.3,13658.35,34872.78,138.76,371288,20938,9334,1110.08,297.0304,16.7504,7.4672,1431.33,36304.11
부산광역시,강서구,26440,2017,1858,860,1452,13696.56,9697.93,14956.21,38350.7,1479.88,1845065,1235081,867803,11839.04,1476.05,988.0648,694.2424,14997.4,53348.09
부산광역시,연제구,26470,2017,119,89,84,877.2283333,1003.62,865.235,2746.09,8.18,1913,3484,0,65.44,1.5304,2.7872,0,69.7576,2815.84
부산광역시,수영구,26500,2017,111,41,88,818.255,462.3433333,906.4366667,2187.04,15.91,31114,24987,0,127.28,24.8912,19.9896,0,172.1608,2359.2
부산광역시,사상구,26530,2017,530,258,409,3906.98,2909.38,4212.87,11029.23,71.45,35901,11209,0,571.6,28.7208,8.9672,0,609.288,11638.52
부산광역시,기장군,26710,2017,6151,3474,4219,45343.12,39175.14,43457.46,127975.72,1507.35,1611505,617605,0,12058.8,1289.2,494.084,0,13842.09,141817.81
대구광역시,중구,27110,2017,0,0,0,0,0,0,0,26,0,0,0,208,0,0,0,208,208
대구광역시,동구,27140,2017,5229,1897,4197,38546.45,21391.84,43230.85,103169.13,227,712353,470331,0,1816,569.8824,376.2648,0,2762.15,105931.28
대구광역시,서구,27170,2017,32,110,57,235.8933333,1240.43,587.12375,2063.45,57,0,0,0,456,0,0,0,456,2519.45
대구광역시,남구,27200,2017,295,146,236,2174.64,1646.39,2430.9,6251.93,369,0,0,0,2952,0,0,0,2952,9203.93
대구광역시,북구,27230,2017,2482,841,1265,18296.48,9483.68,13030.03,40810.18,189,856024,244760,12512,1512,684.8192,195.808,10.0096,2402.64,43212.82
대구광역시,수성구,27260,2017,1306,1104,1341,9627.4,12449.44,13812.86,35889.7,598,223243,28216,0,4784,178.5944,22.5728,0,4985.17,40874.86
대구광역시,달서구,27290,2017,881,561,668,6494.44,6326.21,6880.68,19701.33,431,390707,23527,94593,3448,312.5656,18.8216,75.6744,3855.06,23556.39
대구광역시,달성군,27710,2017,11375,5784,8538,83852.71,65224.24,87944.96,237021.91,620,4105662,107533,116738,4960,3284.53,86.0264,93.3904,8423.95,245445.85
인천광역시,미추홀구,28177,2017,48,144,30,353.84,1623.84,309.0125,2286.69,163.9,496344,17799,31806,1311.2,397.0752,14.2392,25.4448,1747.96,4034.65
인천광역시,중구,28110,2017,1085,733,872,7998.26,8265.8,8981.96,25246.02,252.2,17688,985,0,2017.6,14.1504,0.788,0,2032.54,27278.56
인천광역시,동구,28140,2017,4,1,1,29.48666667,11.27666667,10.30041667,51.06375,27.8,0,0,0,222.4,0,0,0,222.4,273.46375
인천광역시,연수구,28185,2017,84,171,77,619.22,1928.31,793.1320833,3340.66,239.9,307288,20427,3710,1919.2,245.8304,16.3416,2.968,2184.34,5525
인천광역시,남동구,28200,2017,346,558,387,2550.6,6292.38,3986.26,12829.24,787.6,481528,292994,6945,6300.8,385.2224,234.3952,5.556,6925.97,19755.21
인천광역시,부평구,28237,2017,171,350,259,1260.56,3946.83,2667.81,7875.2,391.2,153874,38575,1300,3129.6,123.0992,30.86,1.04,3284.6,11159.8
인천광역시,계양구,28245,2017,197,547,310,1452.22,6168.34,3193.13,10813.68,216.1,109811,79295,0,1728.8,87.8488,63.436,0,1880.08,12693.77
인천광역시,서구,28260,2017,250,1873,657,1842.92,21121.2,6767.37,29731.49,818.9,870261,166787,62174,6551.2,696.2088,133.4296,49.7392,7430.58,37162.06
인천광역시,강화군,28710,2017,3480,7805,4344,25653.4,88014.38,44745.01,158412.79,84.9,21125,314705,0,679.2,16.9,251.764,0,947.864,159360.66
인천광역시,옹진군,28720,2017,5087,2781,3286,37499.67,31360.41,33847.17,102707.25,0,0,0,0,0,0,0,0,0,102707.25
광주광역시,동구,29110,2017,1025,1300,1042,7555.96,14659.67,10733.03,32948.66,33.8,19320,22510,13639,270.4,15.456,18.008,10.9112,314.7752,33263.43
광주광역시,서구,29140,2017,374,130,279,2757,1465.97,2873.82,7096.79,478.3,131178,150082,18535,3826.4,104.9424,120.0656,14.828,4066.24,11163.02
광주광역시,남구,29155,2017,778,304,713,5735.16,3428.11,7344.2,16507.46,194.6,97825,41379,0,1556.8,78.26,33.1032,0,1668.16,18175.62
광주광역시,북구,29170,2017,2191,1279,1872,16151.32,14422.86,19282.38,49856.56,849.9,641613,32632,28262,6799.2,513.2904,26.1056,22.6096,7361.21,57217.76
광주광역시,광산구,29200,2017,4183,1063,2362,30835.68,11987.1,24329.58,67152.36,452.1,1831605,899610,21330,3616.8,1465.28,719.688,17.064,5818.84,72971.2
대전광역시,동구,30110,2017,2966,2470,3243,21864.36,27853.37,33404.25,83121.98,166.9,369941,69361,6639,1335.2,295.9528,55.4888,5.3112,1691.95,84813.93
대전광역시,중구,30140,2017,960,1040,1368,7076.8,11727.73,14090.97,32895.5,1497.5,190121,32656,0,11980,152.0968,26.1248,0,12158.22,45053.72
대전광역시,서구,30170,2017,1825,1428,1859,13453.29,16103.08,19148.47,48704.85,751.1,417734,69323,2075,6008.8,334.1872,55.4584,1.66,6400.11,55104.95
대전광역시,유성구,30200,2017,3224,3207,3080,23766.25,36164.27,31725.28,91655.81,830.1,472179,488278,19855,6640.8,377.7432,390.6224,15.884,7425.05,99080.86
대전광역시,대덕구,30230,2017,1027,1127,701,7570.7,12708.8,7220.59,27500.1,283.3,719007,51708,0,2266.4,575.2056,41.3664,0,2882.97,30383.07
울산광역시,중구,31110,2017,966,93,336,7121.03,1048.73,3460.94,11630.7,333.4,140.6,289.3,0,2667.2,0.11248,0.23144,0,2667.54,14298.24
울산광역시,남구,31140,2017,582,407,418,4290.31,4589.6,4305.57,13185.49,1153.6,813.9,479.1,0,9228.8,0.65112,0.38328,0,9229.83,22415.32
울산광역시,동구,31170,2017,978,216,630,7209.49,2435.76,6489.26,16134.51,447.3,15.6,123.3,0,3578.4,0.01248,0.09864,0,3578.51,19713.02
울산광역시,북구,31200,2017,4100,3645,2640,30223.83,41103.45,27193.1,98520.38,407.1,2303.4,710.1,23.3,3256.8,1.84272,0.56808,0.01864,3259.23,101779.61
울산광역시,울주군,31710,2017,20186,15890,12640,148804.46,179186.23,130197.27,458187.96,1312.5,3604.9,1454,13.4,10500,2.88392,1.1632,0.01072,10504.06,468692.02
세종특별자치시,전체,36110,2017,6494,10769,7701,47871.6,121438.42,79323.51,248633.54,335.8,196853,539185,9869,2686.4,157.4824,431.348,7.8952,3283.13,251916.66
경기도,수원시,41110,2017,797,851,746,5875.22,9596.44,7684.11,23155.77,850.2,1332309,408675,59441,6801.6,1065.85,326.94,47.5528,8241.94,31397.71
경기도,고양시,41280,2017,1435,4466,2606,10578.34,50361.59,26842.89,87782.82,658.2,1287598,877880,113875,5265.6,1030.08,702.304,91.1,7089.08,94871.9
경기도,용인시,41460,2017,8637,11013,6864,63669.09,124189.93,70702.06,258561.08,725.2,888724,953960,57254,5801.6,710.9792,763.168,45.8032,7321.55,265882.63
경기도,성남시,41130,2017,891,4714,1270,6568.16,53158.21,13081.53,72807.89,825.2,1477670,626255,20862,6601.6,1182.14,501.004,16.6896,8301.43,81109.32
경기도,부천시,41190,2017,128,675,134,943.5733333,7611.75,1380.26,9935.58,356.2,589336,181602,4086,2849.6,471.4688,145.2816,3.2688,3469.62,13405.2
경기도,화성시,41590,2017,6041,6260,4363,44532.24,70591.93,44940.72,160064.89,504,4373454,20377894,3853480,4032,3498.76,16302.32,3082.78,26915.86,186980.75
경기도,안산시,41270,2017,2332,2467,1360,17190.73,27819.54,14008.57,59018.83,650.1,2013079,380229,19027,5200.8,1610.46,304.1832,15.2216,7130.67,66149.5
경기도,남양주시,41360,2017,6454,16842,7564,47576.74,189921.62,77912.35,315410.71,418.1,1199684,573939,11162,3344.8,959.7472,459.1512,8.9296,4772.63,320183.34
경기도,안양시,41170,2017,737,1526,732,5432.92,17208.19,7539.91,30181.02,188,323636,130404,25270,1504,258.9088,104.3232,20.216,1887.45,32068.46
경기도,평택시,41220,2017,3206,2603,2008,23633.56,29353.16,20683.24,73669.96,372.2,3617227,277592,728703,2977.6,2893.78,222.0736,582.9624,6676.42,80346.38
경기도,시흥시,41390,2017,868,2509,756,6398.61,28293.16,7787.12,42478.88,501.8,1860637,490330,98881,4014.4,1488.51,392.264,79.1048,5974.28,48453.16
경기도,파주시,41480,2017,6361,14141,5582,46891.17,159463.34,57496.93,263851.44,482.5,1378776,1006642,610813,3860,1103.02,805.3136,488.6504,6256.98,270108.43
경기도,의정부시,41150,2017,879,1673,1340,6479.7,18865.86,13802.56,39148.12,99.4,442534,225533,88832,795.2,354.0272,180.4264,71.0656,1400.72,40548.84
경기도,김포시,41570,2017,1732,2700,2049,12767.73,30447,21105.55,64320.28,357.3,1021184,156100,25066,2858.4,816.9472,124.88,20.0528,3820.28,68140.56
경기도,광주시,41610,2017,5319,15629,6333,39209.9,176243.02,65232.54,280685.46,60.5,382991,500831,0,484,306.3928,400.6648,0,1191.06,281876.51
경기도,광명시,41210,2017,96,1310,70,707.68,14772.43,721.0291667,16201.14,95.7,234272,64500,62327,765.6,187.4176,51.6,49.8616,1054.48,17255.62
경기도,군포시,41410,2017,306,1087,273,2255.73,12257.74,2812.01,17325.48,132.7,303606,263136,0,1061.6,242.8848,210.5088,0,1514.99,18840.47
경기도,하남시,41450,2017,480,2987,1340,3538.4,33683.4,13802.56,51024.36,111,361752,154883,139569,888,289.4016,123.9064,111.6552,1412.96,52437.32
경기도,오산시,41370,2017,573,281,221,4223.97,3168.74,2276.39,9669.1,103.9,861916,65046,18615,831.2,689.5328,52.0368,14.892,1587.66,11256.76
경기도,양주시,41630,2017,3531,6568,4549,26029.36,74065.15,46856.6,146951.1,202,817474,235589,27722,1616,653.9792,188.4712,22.1776,2480.63,149431.73
경기도,이천시,41500,2017,4641,6357,4426,34211.91,71685.77,45589.64,151487.32,242,806770,382315,31015,1936,645.416,305.852,24.812,2912.08,154399.4
경기도,구리시,41310,2017,276,707,269,2034.58,7972.6,2770.81,12778,88,201841,27568,9167,704,161.4728,22.0544,7.3336,894.8608,13672.86
경기도,안성시,41550,2017,7870,8390,6597,58015.02,94611.23,67951.85,220578.1,57.7,1484607,108488,8270,461.6,1187.69,86.7904,6.616,1742.69,222320.79
경기도,포천시,41650,2017,14562,17915,17033,107346.21,202021.48,175447,484814.69,139.8,217608,55454,336,1118.4,174.0864,44.3632,0.2688,1337.12,486151.81
경기도,의왕시,41430,2017,405,2236,576,2985.53,25214.63,5933.04,34133.19,60.8,90822,182950,47676,486.4,72.6576,146.36,38.1408,743.5584,34876.75
경기도,양평군,41830,2017,19844,23767,16196,146283.35,268012.54,166825.55,581121.44,49.9,104018,33313,0,399.2,83.2144,26.6504,0,509.0648,581630.5
경기도,여주시,41670,2017,9149,10323,6915,67443.38,116409.03,71227.38,255079.79,88.2,134600,928657,1602,705.6,107.68,742.9256,1.2816,1557.49,256637.28
경기도,동두천시,41250,2017,941,3014,2162,6936.74,33987.87,22269.5,63194.11,48.4,172761,17704,289,387.2,138.2088,14.1632,0.2312,539.8032,63733.92
경기도,가평군,41820,2017,19090,31866,15781,140725.12,359342.26,162550.88,662618.25,49.7,146897,34663,311,397.6,117.5176,27.7304,0.2488,543.0968,663161.35
경기도,과천시,41290,2017,350,1285,599,2580.08,14490.52,6169.95,23240.55,697.6,106426,59193,26616,5580.8,85.1408,47.3544,21.2928,5734.59,28975.14
경기도,연천군,41800,2017,6174,24334,5534,45512.67,274406.41,57002.51,376921.58,35.6,461291,7091,1557,284.8,369.0328,5.6728,1.2456,660.7512,377582.33
강원도,춘천시,42110,2017,24615,32239,22763,181453.58,363548.46,234468.38,779470.42,633,473660,252178,29306,5064,378.928,201.7424,23.4448,5668.12,785138.53
강원도,원주시,42130,2017,16238,24674,17046,119701.12,278240.47,175580.9,573522.5,823.5,1868753,1691087,3463,6588,1495,1352.87,2.7704,9438.64,582961.14
강원도,강릉시,42150,2017,29878,27112,24489,220250.66,305732.99,252246.9,778230.55,302.4,204911,404361,22391,2419.2,163.9288,323.4888,17.9128,2924.53,781155.08
강원도,동해시,42170,2017,5036,4737,3545,37123.71,53417.57,36514.98,127056.26,406.6,907006,73208,0,3252.8,725.6048,58.5664,0,4036.97,131093.23
강원도,태백시,42190,2017,10118,9155,5930,74586.52,103237.88,61081.47,238905.88,478.1,222460,0,0,3824.8,177.968,0,0,4002.77,242908.65
강원도,속초시,42210,2017,1986,2623,2630,14640.13,29578.7,27090.1,71308.92,74.9,204975,76908,0,599.2,163.98,61.5264,0,824.7064,72133.63
강원도,삼척시,42230,2017,45011,29898,24188,331806.09,337149.78,249146.48,918102.35,144.3,155877,150737,0,1154.4,124.7016,120.5896,0,1399.69,919502.04
강원도,홍천군,42720,2017,54955,50692,40494,405109.94,571636.79,417105.07,1393851.8,130.5,117230,90463,0,1044,93.784,72.3704,0,1210.15,1395061.96
강원도,횡성군,42730,2017,27172,22899,19219,200302.93,258224.39,197963.71,656491.02,51.8,86675,195397,0,414.4,69.34,156.3176,0,640.0576,657131.08
강원도,영월군,42750,2017,29963,29796,28624,220877.25,335999.56,294839.13,851715.94,228.3,25775,2737,0,1826.4,20.62,2.1896,0,1849.21,853565.14
강원도,평창군,42760,2017,38612,47389,29906,284634.79,534389.96,308044.26,1127069.01,133.6,225126,16139,0,1068.8,180.1008,12.9112,0,1261.81,1128330.82
강원도,정선군,42770,2017,34668,36560,26330,255560.94,412274.93,271209.97,939045.84,196.5,177087,24768,0,1572,141.6696,19.8144,0,1733.48,940779.33
강원도,철원군,42780,2017,14402,35373,13048,106166.74,398889.53,134399.84,639456.11,100.4,37398,28093,0,803.2,29.9184,22.4744,0,855.5928,640311.7
강원도,화천군,42790,2017,15558,43077,20506,114688.39,485764.97,211220.34,811673.7,84.4,0,0,0,675.2,0,0,0,675.2,812348.9
강원도,양구군,42800,2017,19307,22948,14956,142324.77,258776.95,154053.03,555154.75,69.3,28205,7189,0,554.4,22.564,5.7512,0,582.7152,555737.46
강원도,인제군,42810,2017,39210,66718,50974,289043.05,752356.65,525053.44,1566453.14,116.1,48166,0,0,928.8,38.5328,0,0,967.3328,1567420.47
강원도,고성군,42820,2017,14861,20756,12401,109550.34,234058.49,127735.47,471344.3,54.8,9412,0,0,438.4,7.5296,0,0,445.9296,471790.23
강원도,양양군,42830,2017,15001,19883,15813,110582.37,224213.96,162880.49,497676.82,16.4,24708,2790,0,131.2,19.7664,2.232,0,153.1984,497830.02
충청북도,청주시,43110,2017,14419,16412,13356,106292.06,185072.65,137572.37,428937.08,1534.9,5476619,1525585,2879,12279.2,4381.3,1220.47,2.3032,17883.27,446820.35
충청북도,충주시,43130,2017,16323,25017,15483,120327.72,282108.37,159481.35,561917.44,636.8,1218629,1770301,130486,5094.4,974.9032,1416.24,104.3888,7589.93,569507.37
충청북도,제천시,43150,2017,21196,20400,19219,156249.85,230044,197963.71,584257.55,101.9,250736,80452,11471,815.2,200.5888,64.3616,9.1768,1089.33,585346.88
충청북도,보은군,43720,2017,13126,13185,11271,96760.5,148682.85,116096,361539.34,108.8,129593,130954,0,870.4,103.6744,104.7632,0,1078.84,362618.18
충청북도,옥천군,43730,2017,8749,13913,9544,64494.71,156892.26,98307.18,319694.15,69.9,281231,97386,0,559.2,224.9848,77.9088,0,862.0936,320556.25
충청북도,영동군,43740,2017,17860,22839,20018,131657.97,257547.79,206193.74,595399.5,142.7,617513,0,0,1141.6,494.0104,0,0,1635.61,597035.11
충청북도,증평군,43745,2017,1329,1518,1067,9796.95,17117.98,10990.54,37905.47,70.8,268921,44206,4614,566.4,215.1368,35.3648,3.6912,820.5928,38726.06
충청북도,진천군,43750,2017,6489,9191,6683,47834.75,103643.84,68837.68,220316.27,118,462741,61929,38670,944,370.1928,49.5432,30.936,1394.67,221710.94
충청북도,괴산군,43760,2017,23695,19722,17994,174671.64,222398.42,185345.7,582415.76,77.9,303366,31728,52677,623.2,242.6928,25.3824,42.1416,933.4168,583349.18
충청북도,음성군,43770,2017,7330,8863,7085,54034.32,99945.1,72978.45,226957.87,202.4,657489,486320,137206,1619.2,525.9912,389.056,109.7648,2644.01,229601.88
